steps,loss/td_error
51943,-5.262901782989502
51982,-5.154089450836182
52018,-1.1581791639328003
52096,1.4052807092666626
52174,-7.137197017669678
52195,-14.094630241394043
52249,-0.608696699142456
52273,3.719028949737549
52283,2.5405943393707275
52301,-6.457657814025879
52325,3.5862650871276855
52347,-1.2159863710403442
52368,-1.9723913669586182
52446,2.0468804836273193
52515,-4.805422782897949
52586,1.466796636581421
52616,-7.542942047119141
52631,-12.105766296386719
52698,-4.368433952331543
52896,-5.262103080749512
52928,-2.276878833770752
52951,3.601351737976074
53018,6.117617130279541
53021,-13.480477333068848
53029,-4.024430274963379
53052,-3.960338830947876
53092,-9.946805953979492
53135,-10.948714256286621
53136,-9.147782325744629
53244,-15.074910163879395
53273,2.5868358612060547
53300,-15.959367752075195
53315,-14.391324996948242
53316,-9.382013320922852
53379,-0.7121084332466125
53476,-3.953608274459839
53607,-1.4163789749145508
53622,-0.7423136830329895
53670,2.15411376953125
53739,-5.0794525146484375
53833,1.393229365348816
53840,-2.4686176776885986
53863,-9.871116638183594
53896,-15.903480529785156
53972,-7.735329627990723
54128,-0.1436309814453125
54230,4.221584320068359
54278,-0.7019349336624146
54304,-13.469707489013672
54319,-30.3309383392334
54382,-0.3033134937286377
54470,-2.8563284873962402
54499,-9.679000854492188
54528,3.2090389728546143
54647,1.0371443033218384
54649,4.6670355796813965
54745,0.13457635045051575
54754,1.224970817565918
54815,-17.273649215698242
54948,-3.2613108158111572
54980,1.7286760807037354
55106,-2.9823434352874756
55186,1.3786404132843018
55189,-6.617696285247803
55191,-4.070496082305908
55299,-2.7629528045654297
55428,-9.991707801818848
55455,1.593799352645874
55598,-8.757946968078613
55617,-4.985713958740234
55639,0.05434563010931015
55698,1.817304015159607
55798,-0.6459430456161499
55840,-1.8147114515304565
55917,-3.8289177417755127
55970,0.7389069199562073
56156,0.9398940205574036
56187,-2.902177095413208
56223,7.65172815322876
56400,-1.1491339206695557
56452,-4.64204216003418
56573,-15.068611145019531
56614,3.8726181983947754
56753,-13.441086769104004
56756,-22.947431564331055
56759,-8.373082160949707
56848,2.3618595600128174
56862,-1.0691125392913818
56877,2.8642966747283936
56921,8.078266143798828
57080,3.4782729148864746
57091,-7.1022629737854
57112,-15.772380828857422
57291,-2.8743419647216797
57327,-14.327064514160156
57483,-16.489309310913086
57646,0.5935451984405518
57744,-29.02823257446289
57871,-7.087285995483398
57910,-9.430720329284668
57932,3.9279403686523438
57965,3.2380356788635254
57983,-11.142026901245117
58072,-17.654069900512695
58109,-18.76064109802246
58254,-2.361931562423706
58487,-24.03061866760254
58491,-48.85680389404297
58504,-12.042108535766602
58534,0.6560326814651489
58622,-5.312254905700684
58625,-10.569768905639648
58667,1.1244233846664429
58673,-1.0113935470581055
58749,1.3283138275146484
58836,-36.413421630859375
58926,-2.911473035812378
58941,-13.949346542358398
59061,-21.605464935302734
59120,-11.346109390258789
59146,-34.98040008544922
59236,1.7766828536987305
59278,0.8630688786506653
59299,6.597012519836426
59353,-4.427940845489502
59452,-2.6919734477996826
59475,-3.7683353424072266
59610,2.3550782203674316
59629,5.946804046630859
59657,0.20715440809726715
59713,-15.13879108428955
59737,-16.849552154541016
59770,1.851606845855713
59870,-17.5552921295166
59926,-4.684455394744873
60010,-3.2155601978302
60038,-1.919250726699829
60087,0.6730846166610718
60111,0.9454829692840576
60283,1.8265633583068848
60469,-13.806028366088867
60523,-16.505481719970703
60539,-7.358767032623291
60565,-28.034778594970703
60700,-4.654966354370117
60737,-11.072492599487305
60793,-1.345729947090149
60914,-0.1588527113199234
60964,-3.3008430004119873
61019,-2.990800380706787
61126,-12.402047157287598
61148,-0.2016092985868454
61165,-2.486323118209839
61205,-31.89449119567871
